content,sentiment
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? ",joy
I'm so excited to see Nat tonight ðŸ˜ðŸ˜.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media ðŸ˜ #BB18,joy
â€œSet up as an ideal the facing of reality as honestly and as cheerfully as possible.â€ - Karl Menninger     #2ndHalfWealth,joy
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,joy
@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy
How's it possible to go from cheery earlier to the worst mood possible nowðŸ™„,joy
3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,joy
Kinda wished I watched mischievous kiss before playful kiss,joy
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy
@MariamVeiszadeh why sick. I am rejoicing that it is only half,joy
"@Tjsotomayor snow pig,  that's hilarious. Lmaooo",joy
"â€œSet a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.â€ \nâ€• Bob Proctor",joy
This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy.,joy
wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happensâ™’ðŸ’œ.,joy
Did u laugh today? Laugh hard? I hope so..we NEED laughter now.  #love,joy
Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,joy
"@peregrinator1 I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space",joy
me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot,joy
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!,joy
My ukulele bag has fallen apart. ï˜ WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!,joy
"Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.",joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,joy
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",joy
@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.,joy
smoking weed while you watch 12 pull somebody else over is the most joyous thing ever.,joy
And girl I love your perfume there's something bout you ðŸŽ§ ,joy
And girl I love your perfume there's something bout you ðŸŽ§ #breezy,joy
Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her,joy
@BjerkeDanielle @FunnySayings lol that's hilarious,joy
"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",joy
Manchester United v Manchester City #happy days #EFL,joy
"@LostGermain ' Want to have a spar?' The prince smiles and reaches for his hilt and his icy eyes keep on Aaron, a playful look in his eyes.",joy
Accept the #challenges so that you can feel the exhilaration of victory.,joy
"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,joy
"@SeveChambers i'm elated, thank you for your help! can i apply to be verified?",joy
"The world needs more laughter, more love, and a little more of you. - R.M Drake.",joy
#bcwinechat what's the most common method used to make BC #sparkling #wine?,joy
#bcwinechat what's the most common method used to make BC  #wine?,joy
@DavuuWart this is hilarious !!,joy
"@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.",joy
"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; ",joy
"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U â™¥",joy
"I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!",joy
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,joy
"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",joy
@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..,joy
#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,joy
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS,joy
"@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!",joy
Remember when Joe and Quinn had a thing on glee,joy
I'm still laughing 'Bitch took my pillow' line #glee #kurt,joy
I'm still laughing 'Bitch took my pillow' line  #kurt,joy
Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy @artburstltd XXXX,joy
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless,joy
"Eve, Izzy, and Paige cheerfully sing songs together.",joy
"@JeffBridg man, GREAT JOB!!! I am more than happy over your success in a short time.  Mom &amp; dad are smiling from heaven.  Love you, bro.",joy
The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight,joy
@RayGemini I've got 8 coming back this week. It's so joyous isn't it haha,joy
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums,joy
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums,joy
She'll be bribing her parents with hearty laughter and giggles :) #Loveet,joy
"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?ðŸ’“ 96,127",joy
The #most wasteful day is a #day without #laughter,joy
The #most wasteful day is a #day without ,joy
Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym ðŸ˜‰ðŸ’œðŸ‘‘ #priorities #student #studentnurse #pampered #happy,joy
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym ðŸ˜‰ðŸ’œðŸ‘‘ #priorities #student #studentnurse #pampered ,joy
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today  #nosleep",joy
"Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep",joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling,joy
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. ,joy
"Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy",joy
"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!",joy
"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",joy
Only person that could manage to get bright pink lipstick all over my brand new white dress ðŸ˜©ðŸ˜‚,joy
Life izn't about pleasing each others...ðŸ˜•\n\n #hell #with ,joy
I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl,joy
I gave up on the U20 Rugby bet on the Roosters!  #nrl,joy
"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",joy
"Sharpened a pencil today, haven't sharpened once since 1999. âœï¸ #exhilarating",joy
"Sharpened a pencil today, haven't sharpened once since 1999. âœï¸ ",joy
.@Travelanswerman: The possibilities R endless Becca when U unplug from the 'Matrix!' Stay salty and #happy #surfing! #sunset #aloha â€¦,joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. #cheerful",joy
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",joy
"All i want to do is to be successful, be cheerful and to be happy with @DominicHussein",joy
Loving  #Pitch so far !! ðŸ¤—ðŸ¤—ðŸ¤— @PITCHonFOX @Global_TV  #chills #smiling,joy
Loving  #Pitch so far !! ðŸ¤—ðŸ¤—ðŸ¤— @PITCHonFOX @Global_TV #chills ,joy
How sad is it that I'm rejoicing over a 72ðŸ’€ #collegekills,joy
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,joy
@beautyfulli_ami that guy in the back of your picture is hilarious,joy
Literally feels sg to be happy with samðŸ˜,joy
jasperino - buoyant - Session.Six,joy
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. ,joy
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy,joy
@CScheiwiller can't stop smiling ðŸ˜†ðŸ˜†ðŸ˜†,joy
The amount of laughter ready to leave my body if United lose is unreal,joy
"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy
((things that grind my gears: people drawing gideon gleeful skinny,joy
"The book that can start improving your relationship tonight.  Taking you on a journey of #fun, #laughter, #romance and #metaphysics.  httâ€¦",joy
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp â¬…ï¸ #chirp #appsworld #socialmedia @DanielFeuer merciðŸŽˆ,joy
I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny",joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy
"Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it",joy
